color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,9.580850334204946,0.3748843536383469,0.45221088409586724,1.5877891159041329,0.04496020393464433,21.122108840958674,3.758356335493497,0.9955152074776037,3.2131360549890924,0.8038945579520664,10.690102043137195,7
0,6.624206424851902,0.1990317430059239,0.4424206424851902,1.5220370017357792,0.03553756573412319,12.634391433530798,4.294795175060103,0.9904313518977436,3.0468280428323458,0.5046243426587681,11.39515871502962,7
0,6.2737801251081144,0.3955790688094628,0.3,3.0557906880946284,0.030131099374459427,49.13109937445943,5.105150616421666,0.9922804820017298,3.51164608757568,0.7428042251946056,11.831099374459429,7
0,7.4502689007526905,0.2524865549623655,0.31497310992473093,16.8920357577016,0.047121638740591366,40.56081937029568,5.276196124857169,0.9993237899466129,3.06,0.4512701675564518,9.287836125940863,7
0,5.970313072543972,0.2837495419648225,0.29593738549120563,2.773443797983691,0.037734437979836916,37.29686927456028,4.972630587366823,0.9892856279772286,3.273436469420851,0.3959373854912056,12.829686927456029,7
0,6.789444795276636,0.20245373293971966,0.3205277602361682,2.2788895905532716,0.05140644581354202,41.35092534120561,4.917416140736034,0.9912037013648224,3.1915832807085045,0.4121110409446728,11.612131442262617,7
0,6.738780649326411,0.307459003538387,0.3737295017691935,2.294800289279335,0.03234323754422984,26.0,4.77912349311153,0.9899967624557702,3.2591086210193145,0.5255276824135686,12.744723175864314,7
0,5.363020874832914,0.3,0.3,1.2,0.029,25.0,4.543294782270004,0.98742,3.31,0.4,13.6,7
0,5.6,0.28,0.2739016819450131,4.017050458350392,0.043390168194501304,52.0,5.0689042022202315,0.99201219663611,3.35,0.44,10.7,7
0,7.1,0.36,0.37,4.8,0.019,39.0,4.74493212836325,0.99036,3.08,0.49,12.7,7
0,6.352167881693119,0.22717481774603215,0.2880419704232798,1.4380419704232796,0.032662937929629585,35.76083940846559,4.670591187080026,0.9907663215371746,3.2543496354920642,0.5313007290158714,11.442377733809519,7
0,6.0,0.29903000556697046,0.27,2.3,0.043096999443302954,19.548499721651478,4.782098063301652,0.989509030005567,3.314515002783485,0.41,12.7,7
1,7.150862234962096,0.46315979325481094,0.19087535199533492,2.557891284991253,0.07507029050029157,3.5964854749854216,2.5334178444923565,0.9943466612012362,3.465440955255977,0.7075431117481048,12.8,7
1,10.318274755398189,0.4509392955044116,0.5763961643893663,2.4,0.10563706066548642,6.0,2.7141233075353024,0.9969047475929911,3.1490607044955885,0.6554568688849548,11.709137377699095,7
0,6.8,0.39,0.34,7.4,0.02,38.0,4.897839799950911,0.99212,3.18,0.44,12.0,7
1,15.0,0.21,0.44,2.2,0.075,10.0,3.2188758248682006,1.00005,3.07,0.84,9.2,7
0,7.5651753169195395,0.23303506338390795,0.3223881487689655,1.6,0.03387061707701151,33.1741234154023,4.769207912498629,0.9907457678784712,3.146765426925288,0.38587061707701154,12.041293829229884,7
0,6.898933368914368,0.2549466684457184,0.5445200160114657,1.4842221925713597,0.03716844438514272,40.0,4.793002457776445,0.9916214489517488,3.3366311122971455,0.4302133262171263,11.217911069599904,7
1,7.242969612421124,0.5777924728578536,0.10722720931584312,2.3285151937894377,0.0555742403105281,6.0,2.514257018581684,0.9938126405349634,3.382168162794753,0.6814454418631686,12.271091162736628,7
0,5.968458970453994,0.33925245376617075,0.31,2.8925245376617075,0.0482780329837686,24.278032983768597,5.027532174171118,0.9905665180610068,3.370209855097631,0.6289246177276038,12.151868865584573,7
0,7.749688283608481,0.19499554690869259,0.3949153912651591,12.300445309130742,0.05050222654565371,47.251113272826856,5.3612921657094255,0.9977008015564354,3.115022265456537,0.47501335927392224,9.549599221782332,7
0,7.02881816751013,0.2225418198987843,0.4086454502530393,14.709336319281405,0.0438985447105268,48.372909005060784,4.901249177941119,0.9973051271410932,3.392881816751013,0.43593091309716336,10.781327361437189,7
0,6.704852144033401,0.3032069983532387,0.3024260720167004,2.3708871357995944,0.038097042880668015,29.95147855966599,4.431394268270197,0.988715610153914,3.0812661407398783,0.3701895024701418,12.761182847732794,7
0,5.398682430215654,0.22445322218038813,0.3036231804980337,3.1541502084117723,0.044401845143333764,16.0,4.544919341093775,0.992021409826951,3.3880369028666752,0.523886694454903,10.405665277254851,7
0,6.082847303190293,0.31627784255223523,0.2991423651595147,3.008576348404853,0.03548541909570882,30.17152696809706,4.827627393950191,0.9892122812864356,3.318576348404853,0.3939965561166029,13.151458090429118,7
0,6.4,0.25,0.3218623371168041,0.9931168558402068,0.03511740227008248,40.372467423360824,4.7465502420906605,0.9910394337956926,3.2876519545983505,0.5613766288319586,10.893116855840207,7
0,7.023757160707287,0.25435673367386924,0.46277041453831713,3.021783668369346,0.03076242839292712,30.10891834184673,4.573587478109531,0.9902041518591749,3.104948781375252,0.4194079522986175,12.33267550255402,7
0,7.4,0.16,0.27,15.5,0.05,25.0,4.912654885736052,0.9984,2.9,0.43,8.7,7
0,7.4,0.16,0.27,15.5,0.05,25.0,4.912654885736052,0.9984,2.9,0.43,8.7,7
0,7.803144272961601,0.22769651706010008,0.2723034829398999,1.6261791023606005,0.03619890556437398,36.246069658798,4.9181831819581925,0.9933420915475105,3.4153930341202,0.5247641795278799,10.350786068240401,7
0,6.9663131674711885,0.2256991357487652,0.3429025927537043,2.404660904991768,0.041523304524958844,31.0,4.644838962687424,0.9916291319772957,3.131038230756997,0.5695339095008232,11.109321809983538,7
0,6.829578949508805,0.324225387047266,0.2760563467618165,3.0929597552177945,0.022478885466543096,45.60563467618165,4.630618233119811,0.9894064792575199,3.27887306476367,0.523661919429101,12.96338080570899,7
1,11.32412135764568,0.4035175728470864,0.66,2.977470711921523,0.10336347251609958,12.0,3.4193455115689866,0.9984284770199192,3.207035145694173,0.6840702913883456,11.205527185412592,7
0,6.750624856772836,0.4167189290339557,0.3250624856772836,1.7290615690234303,0.02378436712250595,22.506248567728356,4.804021044733257,0.9892290615690235,3.147468757161358,0.4920313574203734,12.624062714840747,7
0,7.2,0.17,0.28,17.55,0.05,33.0,5.043425116919247,0.99971,2.94,0.43,9.0,7
1,11.947876586751466,0.35818511987280016,0.5786098025225068,2.525480958982401,0.0922431946369867,10.0,3.137338959645748,0.9988509619179649,3.0686098025225066,0.7590344851722135,10.160617066242667,7
0,8.093436051290235,0.4164478683763412,0.2864478683763412,4.295367239301235,0.03,31.177606581182943,4.616877453525524,0.9912101160803334,3.0390734478602472,0.3732819743548826,12.71119670940853,7
0,6.8,0.18,0.28,9.8,0.039,29.0,4.736198448394496,0.99406,3.11,0.45,10.9,7
1,8.051642855079939,0.30690142869520365,0.43967142898401224,2.058685715936049,0.19999071492521897,5.103285710159877,2.8271191823073503,0.9937514542788655,3.1654928565239815,0.8027700002888086,12.427700002888086,7
1,11.80041524384554,0.3842975783955869,0.6386159189834508,2.942975783955869,0.09200207621922771,11.928719729944836,3.4362839285442703,0.9993540830683098,3.190692040508275,0.6463944621126877,10.885536324066198,7
0,6.427203981980016,0.23090679939933387,0.32589419609567005,1.9181359879866768,0.03831737978976685,40.0,4.77912349311153,0.9907354660030033,3.312745604805329,0.5277330015016654,11.80453399699667,7
0,7.705794087292101,0.24215524534235733,0.4443916854719562,2.5269405667794667,0.058914257850097185,44.65469308143135,4.504036587363712,0.9932095953188164,3.2851101005860754,0.6702202011721505,12.317960377852978,7
1,10.821769022294664,0.21918807857004718,0.4747970196425118,1.8619925491062794,0.0743800745089372,10.0,3.091042453358316,0.9968094450214107,3.1434320388429984,0.6980074508937205,10.66014901787441,7
0,6.214023665803042,0.33563003645447403,0.32985770632864386,4.766158070873384,0.025774387139155898,27.802845873427124,4.551799428572282,0.9896396331321243,3.2322561286084412,0.5239430825314576,13.483130460769834,7
0,6.78955186405716,0.179167329177744,0.328538850994588,1.55624503116692,0.040812251558346,62.395916147218,5.1479784706127285,0.9918726624544413,3.40771413030526,0.6120816770556401,11.72710155238796,7
0,7.663809173770289,0.25027208384073496,0.32167349939111806,3.366530012177639,0.0251945583231853,22.1945583231853,4.61512051684126,0.9905899590036533,3.0211293317096484,0.4524897509133229,11.963809173770288,7
0,6.449899482322943,0.21322611447780548,0.26164321254201994,1.4,0.051012062121246884,21.166331607743142,4.830987548034511,0.9905756734684362,3.2166934713805486,0.4549698446968828,11.366130572389027,7
0,6.476529648517405,0.18813696002685926,0.32826482425870257,6.194383418328323,0.037790869331542715,23.23470351482595,4.601336363848838,0.991732146230189,3.199388140593038,0.5036711564417724,12.344383418328324,7
0,6.189244031789034,0.36461694491635693,0.31369355593308557,5.699238960810874,0.03661542362290893,46.95383055083643,5.0911040905118305,0.9939445966610038,3.500918318005111,0.4263064440669144,11.389244031789033,7
0,7.035048017305471,0.25319615861556233,0.2867009603461094,2.2659807930778118,0.02875240086527354,36.67009603461094,4.628302480150853,0.9915513306070709,3.2667009603461095,0.5575240086527354,11.23093277577234,7
0,6.668945894187226,0.22563152980624085,0.2849275885804608,3.76335471032021,0.0570993586903937,29.211182367734033,5.022490197111532,0.9919678074844442,3.224368470193759,0.41281576490312044,12.057763526453193,7
0,6.753226021333904,0.23548357013253438,0.326613010666952,2.0806438719965756,0.03906452042667808,29.46773978666096,4.437133239177228,0.9891703246005387,2.994193161598973,0.4717746448011984,12.374191829328769,7
0,7.483813589347441,0.5025720384021161,0.34476698668430056,14.639025258589077,0.03167627178694881,35.25720384021161,5.045083121284327,0.9955095339733686,3.134190679467372,0.4555211669241637,11.91618641065256,7
0,7.0,0.15,0.28,14.7,0.051,29.0,5.0106352940962555,0.99792,2.96,0.39,9.0,7
0,7.3635079932263965,0.16588178929543146,0.3384709264227411,1.3129456856365482,0.038364920067736036,20.847092642274113,4.290459441148391,0.9915053840333352,3.1143527157181725,0.41388370569096444,10.78236421409137,7
0,6.7800758345566745,0.27998578102062344,0.3100047396597922,4.199668223814546,0.03339990520680416,46.80028437958753,5.034352437856583,0.9907797914549691,3.2059867289525816,0.4119924165443325,12.260104272515427,7
0,6.390690095465032,0.31069824284012265,0.2809309904534969,1.5535319510760686,0.03716292332936195,12.02327476133742,4.786909704397128,0.9918809146957033,3.3216292332936193,0.5083707667063805,10.43258466587239,7
0,7.270730393761736,0.2406095590642604,0.407682598440434,13.386600471740037,0.05304887243667849,48.29269606238264,5.267260712184291,0.9971750134639422,3.0065238976606508,0.462317401559566,9.58352574853432,7
0,7.143255687845165,0.2761240520258059,0.39910075837935527,14.565736728361284,0.03629767063535494,58.56744312154836,5.206626981651151,0.9989207746473291,3.232527085543227,0.6768526543277434,9.204496208103224,7
0,5.0739335925033,0.24492890616688665,0.33260664074967006,1.4819902279337147,0.03523222654172166,49.369667962516495,5.0689042022202315,0.9882649285067734,3.323696679625165,0.33478671850065994,12.804265629986801,7
1,10.48594157932806,0.252652578604747,0.44952268341107626,1.9405842067194108,0.07798408944703587,5.859415793280589,3.1354942159291497,0.9979092852547827,3.2170292103359706,1.0064188959169826,10.856233682687765,7
0,6.360065671372793,0.14601751236607827,0.45603940282367605,1.1,0.06142013922099,62.59956219084804,4.987704803028229,0.991068446565335,3.1279978109542403,0.6539277614899272,10.81958408130564,7
1,8.050711746120363,0.8051718479254654,0.18460479533796154,2.0523318963703736,0.12694109373027812,7.369170259074066,3.1857154520875843,0.9965015218212453,3.3260039331601856,0.6813794720212956,10.218458512953703,7
0,5.329527828922031,0.3,0.3,1.2,0.029,25.0,4.543294782270004,0.98742,3.31,0.4,13.6,7
0,6.876044354888703,0.24586814516295674,0.4231429435592189,2.2173629032591347,0.04355385080703486,40.0,4.77912349311153,0.9906606592741852,3.193054838696346,0.49032963709260813,11.879340725814783,7
0,6.951817242762072,0.24778426698211145,0.32073857767262953,3.448299562915934,0.033185228446547414,47.44431466035777,5.035749096370238,0.9903075025824043,3.175931982516637,0.3948182757237928,12.496248708797848,7
0,6.341123755414311,0.3943729729425617,0.23069217640772094,7.151954480508479,0.03565798008662899,22.835504978342755,4.768591396781514,0.9918910748225236,3.2082247510828625,0.4015146515160072,11.838013086572508,7
0,7.06037805984291,0.2212263712598181,0.4215094514960728,7.630189029921455,0.044150945149607275,27.849054850392722,5.031424004657764,0.9956358506346465,3.1730189029921454,0.5712263712598181,9.509432910235635,7
1,7.2,0.36,0.46,2.1,0.074,24.0,3.8066624897703196,0.99534,3.4,0.85,11.0,7
1,11.176221880059845,0.4026299457401712,0.5215748643504281,1.518425135649572,0.08449767267974401,21.815748643504282,3.742046960784656,0.9969649146649239,3.060535298429058,0.769212567824786,10.065826220846148,7
1,7.39761549286142,0.31891393486577735,0.3461456778126871,1.8747019366076776,0.05728874824100193,4.0,2.27696153222873,0.9931959202640207,3.326384128526545,0.609761549286142,12.687947095088484,7
1,6.690097260122856,0.3620850886430841,0.2053346857199746,2.2579497582461343,0.06379497582461344,16.526499194153782,3.773369929498823,0.993066847663046,3.4994003223384875,0.7557949758246134,13.210251208769328,7
0,5.977539131117756,0.2711230434441122,0.27336913033233656,1.5887695655588783,0.043753913111775615,31.887695655588782,4.73718308930466,0.9920765634880956,3.39989260900299,0.5201073909970098,10.724608688822439,7
0,7.2,0.25,0.28,14.4,0.055,55.0,5.327876168789581,0.9986,3.12,0.38,9.0,7
0,6.436201479420671,0.27534103559446915,0.34154251501513944,5.913641423778767,0.02710388164634638,29.724029588413405,4.591456432915458,0.9906382162736274,3.129821627362737,0.6234417753048043,12.76379852057933,7
0,6.403035034066746,0.23333073126328951,0.31060700681334924,2.32116717636591,0.03287859863733015,33.545525511001195,4.941425610959732,0.9903448872793473,3.267883282363409,0.48364204088009555,12.13027227856615,7
0,6.447107573964538,0.2650338289402965,0.3525169144701482,2.5732154975793047,0.031812922861753704,26.0,4.77912349311153,0.9905270771382463,3.3068369424421666,0.5865138708983239,12.134861291016762,7
0,6.5062561496194835,0.29825024598477934,0.3126881764581432,4.032209331149167,0.037206256149619484,32.0,4.945829983245552,0.9900156403740488,3.141124139053272,0.347624631022831,12.614369465342465,7
0,6.4,0.215339408657714,0.3029321182684572,1.6,0.05006018225973142,35.29321182684572,4.852030263919617,0.9932233029567114,3.557592709610743,0.6311266504765146,10.435339408657715,7
0,6.987386721413689,0.25902718686071474,0.2557296098544639,1.9427039014553606,0.03539818754261902,48.65045311434525,4.804021044733257,0.9893722840793345,2.9904864065696426,0.4736933607068443,12.72811170436608,7
1,7.244309007644239,0.577022320604562,0.10823175573317995,2.32784549617788,0.055607725191105996,6.0,2.5145279516225694,0.9938185673588257,3.382469526719954,0.681646351146636,12.26707297706728,7
0,5.9,0.34,0.31,2.0,0.03,38.0,4.962844630259907,0.98892,3.4,0.41,12.9,7
0,6.330983410075504,0.38389612901761755,0.21530608297231532,3.153988940050336,0.033690165899244964,28.46011059949664,4.8283137373023015,0.9901285347462969,3.2407049769773493,0.5077922580352351,12.792022119899327,7
0,6.355663705793672,0.24566370579367172,0.2621681471031641,2.667964469524061,0.030349555869050755,31.886725884126566,4.5689559235268895,0.9892426548231746,2.9620708118888595,0.6067964469524061,12.688672588412656,7
0,7.621048501533509,0.306016099605669,0.28954840017525824,4.162418995180399,0.027556449978092725,22.511289995618544,4.61512051684126,0.9906497742000876,3.0309031996494835,0.4955644997809272,12.381209497590199,7
0,7.426085046513889,0.2141648401467836,0.3448969749082602,1.7093818494495616,0.04546909247247808,16.302060501834795,4.439091274303839,0.9927421481747892,3.201350285311915,0.44697939498165207,10.192678652385235,7
0,6.4,0.24463916135171268,0.3646391613517127,4.5268041932414365,0.039,41.53608386482873,4.997212273764115,0.9921160825159449,3.18,0.4,11.073195806758562,7
0,6.459530295658892,0.27851174260852773,0.3197651478294458,1.5404697043411084,0.05080939408682216,34.14882573914723,4.850866886371222,0.9924684053564731,3.4279109912984698,0.5480939408682217,10.738121182635567,7
0,5.1,0.33,0.22,1.6,0.027,18.0,4.499809670330265,0.9893,3.51,0.38,12.5,7
0,6.7571410072694675,0.35238119903073767,0.2619047002423156,7.747623980614754,0.032666709830379094,38.61905995153688,4.8187443360904325,0.9912776162111465,3.0204752038770497,0.35714100726946746,12.276188009692623,7
0,5.833343864799594,0.18466687729599188,0.2929996840560122,10.363340705359715,0.03033343864799594,28.233343864799593,4.88103260170941,0.9952973286994882,3.4013293313761546,0.42466687729599184,10.729996840560123,7
0,7.024555951935437,0.1844911190387087,0.38299407935913915,1.4299407935913915,0.037101776192258254,35.0,4.717161334620549,0.9916353256352474,3.2750888096129125,0.5914970396795696,11.454496745526827,7
0,6.7,0.41,0.24,5.4,0.035,33.0,4.7535901911063645,0.9901,3.12,0.44,12.8933333333333,7
0,7.2,0.23,0.39,14.2,0.058,49.0,5.262690188904886,0.9979,2.98,0.48,9.0,7
0,6.023523558480198,0.3152952883039603,0.3047047116960397,1.9705706754405954,0.035117120263217866,41.0,4.962844630259907,0.9892140942339208,3.2947047116960397,0.4247047116960397,12.776476441519803,7
0,6.3346298123255265,0.15392221126046843,0.38431115495812634,1.4346298123255263,0.041346298123255264,23.130740375348946,4.478821398022031,0.9898795032579257,3.1335332675628105,0.47176663378140526,11.99735241820913,7
0,6.947289196563318,0.24201811621965003,0.40457839312663646,16.57816039417252,0.046310243759432275,38.94578393126636,5.126774858307839,0.9986225895866716,2.9962048751886456,0.52,9.33644598281659,7
0,7.4,0.2695965532395459,0.3018177708341605,2.3676790509213306,0.039070716203685324,29.46464189815734,4.757587723919284,0.9929727108333664,3.2651495972260824,0.6361604745393348,11.103037152763992,7
0,6.7,0.19,0.39,1.0,0.032,14.0,4.276666119016055,0.98912,3.31,0.38,13.0,7
0,6.4,0.2112271786048796,0.3037545642790241,1.6,0.04993681535814639,35.37545642790241,4.852030263919617,0.9932438641069755,3.5625273856741444,0.6356501035346325,10.43122717860488,7
0,7.438147701056722,0.4092098467371148,0.2853270785270657,5.542098467371148,0.01991418486327379,26.23024616842787,4.518421376400445,0.9900833129593853,2.913678773896918,0.54,13.061852298943277,7
0,6.326804780970269,0.2931957986126046,0.2623711698711056,1.638144150644472,0.036474233974221115,37.0,4.918474783665107,0.992391753712585,3.4431957986126047,0.5144330315162898,10.676288301288945,7
1,13.813709778715284,0.6403427444678821,0.696203920668403,5.039717665963537,0.08915466651362851,6.63796079331597,3.7695843856999773,1.002562039206684,3.0265552951979164,0.7118980396657986,10.434447048020836,7
0,6.611920689473141,0.34715580761771425,0.3486232304708571,2.0655977314405716,0.031458696914125714,26.256883847645714,4.776962471991137,0.9892166957531301,3.2924781851524574,0.45,13.371558076177143,7
1,6.620790708387749,0.4167155090540786,0.10103953541938744,1.6943876111836653,0.07225573673765288,14.264030972040837,3.367295829986474,0.9953296488730989,3.456798451397958,0.6705612388816334,10.073596902795916,7
0,7.270772692945723,0.22175363842325663,0.39649272315348677,14.706159039418585,0.041415453858914465,44.64613653527138,4.872939747399451,0.9995311087751007,3.3605845461410855,0.4152609152697698,9.281209303736517,7
0,7.2,0.25,0.28,14.4,0.055,55.0,5.327876168789581,0.9986,3.12,0.38,9.0,7
1,9.4,0.27,0.53,2.4,0.074,6.0,2.9444389791664403,0.9962,3.2,1.13,12.0,7
0,6.5,0.33,0.3,3.8,0.036,34.0,4.48863636973214,0.99028,3.25,0.63,12.5,7
1,15.0,0.21,0.44,2.2,0.075,10.0,3.2188758248682006,1.00005,3.07,0.84,9.2,7
0,6.944271696677953,0.17671849099661419,0.34328150900338583,2.042716966779527,0.03457283033220473,27.44271696677953,4.59511985013459,0.9904463667714981,3.0988543393355905,0.42015547298984257,11.81301133654252,7
1,8.408418170845543,0.33445790914577234,0.39650509025073255,1.945790914577229,0.060120536402040604,19.891581829154457,3.6375861597263857,0.995078074001207,3.2557844554781292,0.8365050902507325,11.545790914577228,7
1,8.982644944580414,0.36071617959790325,0.3889806740559447,2.2,0.0710303146346152,11.724516851398619,3.3953955651536343,0.9952153732616957,3.286528988916083,0.780303146346152,12.43471011083917,7
0,6.098417890823441,0.24,0.2603164218353117,1.7355974564725605,0.03307910545882791,61.0,4.90527477843843,0.9903183524664481,3.191740320094214,0.8057283052232928,11.890507344940652,7
0,7.2480710465010185,0.19046540146845325,0.30046540146845324,1.1682180048948443,0.034341090024474226,54.65890997552578,4.697586911505726,0.9901983833580039,3.0238763017131953,0.5302327007342267,11.593018977973202,7
0,6.35438788286423,0.1445034354304614,0.4526327297185381,1.1,0.05967895074503059,62.63741411423847,4.987962969130455,0.9910298376034767,3.128187070571192,0.6601733288493468,10.855543408526541,7
1,10.5,0.51,0.64,2.4,0.107,6.0,2.772588722239781,0.9973,3.09,0.66,11.8,7
0,5.839563412408673,0.3595327440693496,0.266861356637771,3.124377594662533,0.03639563412408672,45.33722713275542,4.880332620804273,0.9910842053033759,3.323489085310217,0.5125545734489159,11.530802363708977,7
0,7.3,0.33,0.4,6.85,0.038,32.0,4.9344739331306915,0.992,3.03,0.3,11.9,7
0,6.63642636353037,0.2032016817846173,0.3240835909214568,1.7865413633360496,0.03013688636275309,28.77262272744938,4.899535207252934,0.9907662193638801,3.3140835909214568,0.5808819091368395,11.863803636080988,7
0,6.7,0.48,0.32,1.4,0.021,22.0,4.804021044733257,0.9889,3.15,0.53,12.7,7
1,7.277753577566863,0.44705435361651347,0.20649274800822942,2.58717390251543,0.07409420324948567,3.645289837525717,2.5372848009763427,0.9943930253456494,3.4454311666144557,0.7138876788783433,12.8,7
0,7.738300291275583,0.3672351310740122,0.34170255097322694,5.344688410236196,0.03057450436913374,27.808498543622086,4.5389849842499075,0.9915351133374173,3.1559575072818897,0.4753201165102331,12.357450436913373,7
0,7.257505380518136,0.2959881208596102,0.45790496687688137,11.698218128941527,0.04859881208596102,52.00593957019491,4.990472991201888,0.9957359610922675,3.09,0.5780237582807796,10.507577400763234,7
0,6.61008682376144,0.312660878415904,0.39128702732723186,7.1495658811928,0.0231008682376144,30.266087841590398,4.577450396493928,0.991108817670101,3.137617466535184,0.5605566899021757,12.77339121584096,7
0,8.0,0.22,0.42,14.6,0.044,45.0,5.099866427824199,1.0003,3.21,0.69,8.6,7
0,5.6765688433208705,0.22468623133582588,0.3132009048376953,1.770293470037388,0.03717155783395647,13.234311566791293,4.324548157557024,0.990074162509457,3.120397285486914,0.41554402050560824,11.332009048376953,7
0,6.811518012703867,0.22345540381115983,0.3032722980944201,2.9751329174248706,0.03932722980944201,27.115180127038663,4.343805421853684,0.9912560484460086,2.961334906987126,0.45290608666094057,11.169108076223196,7
0,6.714167292527417,0.4263726226502844,0.36309809812022753,6.023456268913994,0.03815931556625711,46.336273773497155,5.096786013458171,0.9932035285281966,3.3125635009166325,0.37690190187977246,11.914167292527416,7
0,7.4,0.16,0.27,15.5,0.05,25.0,4.912654885736052,0.9984,2.9,0.43,8.7,7
0,6.655945284567547,0.2465034197145283,0.41139863211418864,7.427972642283774,0.04313986321141886,28.86013678858113,5.024800250471991,0.994725876890277,3.1527972642283775,0.5965034197145282,10.116082073148679,7
0,6.071966355234367,0.2512134579062533,0.4264437381953232,7.459411216601419,0.028719663552343667,37.71966355234367,4.647082815447288,0.9913185362613008,3.2080336447656332,0.5279915888085918,12.195814953789018,7
0,7.4,0.16,0.3,13.7,0.056,33.0,5.1298987149230735,0.99825,2.9,0.44,8.7,7
0,5.718562398330684,0.22239534045906176,0.3743720427543705,5.186848477623169,0.04236532419197128,65.40718800834658,5.140577446528484,0.9921442615151391,3.451556077162164,0.5803594004173289,11.526342784141503,7
0,6.3,0.13,0.42,1.1,0.043,63.0,4.990432586778736,0.99066,3.13,0.72,11.2,7
0,6.346165837830802,0.26460878919305864,0.2992331675661605,2.861424540607377,0.0351533664867679,32.69248756746204,4.945480345649546,0.9898785598702127,3.213857545939262,0.4153990053969629,12.499922054099784,7
1,9.4,0.27,0.53,2.4,0.074,6.0,2.9444389791664403,0.9962,3.2,1.13,12.0,7
0,7.4,0.16,0.27,15.5,0.05,25.0,4.912654885736052,0.9984,2.9,0.43,8.7,7
0,8.221491686320238,0.20842983372640475,0.39895322248426984,1.5895322248426984,0.03231403325471905,35.0,4.710001611584532,0.9907575727633652,3.0357016627359523,0.5994766112421349,12.811023911162936,7
0,6.0,0.3475695284697174,0.29677146352288036,4.567351868331088,0.04751027802496632,21.864570729542393,4.841202507712315,0.9935482466637079,3.299201935053163,0.4210761788257066,9.870495774017499,7
0,6.199238699030591,0.2226649844661393,0.31911167184462025,3.256344893200421,0.041266498446613925,47.91116718446202,4.89512758587916,0.9913349493184476,3.2289594116507385,0.40548222912616033,11.227411145630802,7
1,7.49683634349298,0.2704067558366169,0.3399096098140852,2.2977402453521285,0.050076831658027635,4.0,2.1972245773362196,0.9950896051286198,3.3998192196281702,0.6395932441633831,11.008135116732337,7
0,5.98755335416165,0.27858362380837726,0.3044635235119764,4.360942946407073,0.03142918119041886,9.339057053592926,4.598538817522144,0.9913341618053352,3.354806946727552,0.4055364764880236,11.981975172634812,7
0,7.3,0.19,0.49,15.55,0.058,50.0,4.90527477843843,0.9998,3.42,0.36,9.1,7
0,7.141952499328332,0.2116095001343335,0.3341952499328333,2.7580475006716676,0.03258047500671667,48.419524993283325,5.031489329341445,0.9899419524993284,3.154195249932833,0.38419524993283327,12.7,7
0,7.1177534788215535,0.2224547715008397,0.3846739563535339,1.5556163029461159,0.03288767394107769,12.177534788215537,4.188308876238452,0.9898284055661145,3.2366848908838346,0.39733697817676694,12.620109345303009,7
0,7.1,0.27,0.24,12.6,0.044,48.0,4.77912349311153,0.99726,3.04,0.56,10.0,7
0,7.5079680364728265,0.258097602735462,0.30539840182364136,9.584063927054347,0.037095119863226896,33.269920091182065,4.759864260225444,0.9945976840752252,3.126195205470924,0.4484063927054347,10.738047945290761,7
0,7.688389232141965,0.1861937886159711,0.32696783980650673,4.521940644343083,0.030503271183016767,15.735486540177456,3.6504068943871486,0.9921361366395057,3.086193788615971,0.5910970322171542,11.654837819940848,7
0,6.7,0.3,0.29,2.8,0.025,37.0,4.68213122712422,0.99159,3.31,0.63,11.3,7
0,6.759052214699479,0.22732689942072856,0.3295261073497398,2.045686711803122,0.039181044293989595,29.409477853005203,4.437822228976796,0.9892250908181751,2.9837060135409366,0.4840096508689071,12.327582282404164,7
0,6.17731088660381,0.19154621773207622,0.2826806734018857,10.604117620622667,0.033773108866038105,28.57731088660381,4.878418763240261,0.9951459832098942,3.270621863090552,0.4315462177320762,10.626806734018857,7
0,6.7,0.1306916133659348,0.36178193556098914,2.121806443901087,0.036861677326813044,42.82180644390109,4.836281906951478,0.9917732386873132,3.1002929045368153,0.6165419331703261,10.581122601467065,7
1,7.700989343807528,0.5796784632625535,0.010507038701357871,1.8006183398797047,0.08798392316312767,12.0,2.944504065456672,0.9956783428491224,3.319777397643306,0.5601855019639115,10.501607683687233,7
0,6.9283790941288155,0.18858104529355924,0.43716209058711847,12.098293783293489,0.046911090408592315,69.14616101241035,5.114435542370699,0.9963319354777851,3.1800853108353255,0.7568208472458164,10.4,7
0,6.303752725131139,0.1033774526180253,0.2409381812827848,5.938080035336203,0.0389812363743443,25.018763625655698,4.68213122712422,0.9950366342236863,3.584933821072962,0.4884989099475443,10.520639988221266,7
0,7.515068073896269,0.31223751978568404,0.32853857520788565,2.6301361477925376,0.027949773087012436,27.52511345649378,4.477336814478207,0.9911401815303901,3.1582193667466787,0.448219366746679,11.917352506558084,7
0,7.108736859877996,0.2129515768146405,0.4326210579633988,14.957084265621788,0.04805431671365579,48.852421159267976,4.902437228396648,0.9980403791108776,3.4008736859877997,0.41355367923416114,10.285831468756426,7
1,8.371897401210589,0.3048359095762943,0.42359487006052937,2.2400854989911765,0.07059914501008824,9.119829002017646,3.050212362309907,0.9944109845425423,3.3835948700605294,0.7688017099798236,12.604136798385882,7
0,6.725835371371985,0.20896658514512062,0.3641336594195175,8.481536265864243,0.019922493885884046,20.025835371371983,4.465314025633003,0.9914972029347756,3.188708231431401,0.2246503668469572,13.361246942942024,7
